	Guage compr	TC Amp 2					TC Amp 3					
Min,Max,Step	
1666	85BD	A2A318	-72.9398	-1.458795	0.148205	n/a	FE8583	-1.1550	-0.023101	1.583899	n/a	
1667	85BD	A3032A	-72.6466	-1.452932	0.154068	n/a	FE81C8	-1.1664	-0.023329	1.583671	n/a	
1668	85BD	A36505	-72.3480	-1.446959	0.160041	n/a	FE7F41	-1.1741	-0.023483	1.583517	n/a	
1669	85BD	A3C965	-72.0416	-1.440833	0.166167	n/a	FE7BF0	-1.1843	-0.023685	1.583315	n/a	
1670	85BD	A42F4B	-71.7307	-1.434613	0.172387	n/a	FE7898	-1.1945	-0.023889	1.583111	n/a	
1671	85BD	A4977B	-71.4127	-1.428254	0.178746	n/a	FE759E	-1.2035	-0.024071	1.582929	n/a	
1672	85BD	A50274	-71.0863	-1.421725	0.185275	n/a	FE7259	-1.2135	-0.024271	1.582729	n/a	
1673	85BD	A56F5B	-70.7539	-1.415078	0.191922	n/a	FE6EF0	-1.2239	-0.024479	1.582521	n/a	
1674	85BD	A5DDC0	-70.4170	-1.408340	0.198660	n/a	FE6B3E	-1.2352	-0.024704	1.582296	n/a	
1675	85BD	A64E1A	-70.0741	-1.401483	0.205517	n/a	FE6847	-1.2443	-0.024885	1.582115	n/a	
1676	85BD	A6C0FF	-69.7235	-1.394470	0.212530	n/a	FE65A1	-1.2523	-0.025047	1.581953	n/a	
1677	85BD	A734CA	-69.3701	-1.387403	0.219597	n/a	FE6200	-1.2634	-0.025268	1.581732	n/a	
1678	85BD	A7ABB6	-69.0072	-1.380145	0.226855	n/a	FE5EB0	-1.2735	-0.025470	1.581530	n/a	
1679	85BD	A823DC	-68.6406	-1.372811	0.234189	n/a	FE5B9C	-1.2829	-0.025658	1.581342	n/a	
1680	85BD	A89F8C	-68.2631	-1.365262	0.241738	n/a	FE585F	-1.2928	-0.025856	1.581144	n/a	
1681	85BD	A919AC	-67.8904	-1.357808	0.249192	n/a	FE55B4	-1.3009	-0.026019	1.580981	n/a	
1682	85BD	A99754	-67.5069	-1.350139	0.256861	n/a	FE51DF	-1.3126	-0.026253	1.580747	n/a	
1683	85BD	AA16CD	-67.1179	-1.342358	0.264642	n/a	FE4EE5	-1.3217	-0.026434	1.580566	n/a	
1684	85BD	AA9799	-66.7249	-1.334497	0.272503	n/a	FE4BB1	-1.3315	-0.026630	1.580370	n/a	
1685	85BD	AB1A51	-66.3259	-1.326519	0.280481	n/a	FE47CF	-1.3433	-0.026867	1.580133	n/a	
1686	85BD	AB9E83	-65.9225	-1.318450	0.288550	n/a	FE4476	-1.3536	-0.027071	1.579929	n/a	
1687	85BD	AC245C	-65.5140	-1.310281	0.296719	n/a	FE41D2	-1.3616	-0.027232	1.579768	n/a	
1688	85BD	ACAABE	-65.1039	-1.302079	0.304921	n/a	FE3DE4	-1.3736	-0.027472	1.579528	n/a	
1689	85BD	AD3337	-64.6875	-1.293749	0.313251	n/a	FE3AB6	-1.3833	-0.027666	1.579334	n/a	
1690	85BD	ADBD0D	-64.2668	-1.285336	0.321664	n/a	FE37FC	-1.3916	-0.027833	1.579167	n/a	
1691	85BD	AE4797	-63.8440	-1.276880	0.330120	n/a	FE3499	-1.4020	-0.028039	1.578961	n/a	
1692	85BD	AED347	-63.4177	-1.268355	0.338645	n/a	FE314B	-1.4121	-0.028241	1.578759	n/a	
1693	85BD	AF607F	-62.9868	-1.259735	0.347265	n/a	FE2DCA	-1.4228	-0.028455	1.578545	n/a	
1694	85BD	AFEFC4	-62.5495	-1.250991	0.356009	n/a	FE2B10	-1.4311	-0.028621	1.578379	n/a	
1695	85BD	B07E94	-62.1137	-1.242274	0.364726	n/a	FE270B	-1.4433	-0.028867	1.578133	n/a	
1696	85BD	B10F3C	-61.6723	-1.233445	0.373555	n/a	FE23C8	-1.4533	-0.029066	1.577934	n/a	
1697	85BD	B1A157	-61.2264	-1.224528	0.382472	n/a	FE20E5	-1.4621	-0.029242	1.577758	n/a	
1698	85BD	B233CD	-60.7794	-1.215588	0.391412	n/a	FE1D48	-1.4731	-0.029463	1.577537	n/a	
1699	85BD	B2C765	-60.3290	-1.206580	0.400420	n/a	FE1AE3	-1.4804	-0.029609	1.577391	n/a	
1700	85BD	B359E1	-59.8820	-1.197639	0.409361	n/a	FE1713	-1.4921	-0.029841	1.577159	n/a	
1701	85BD	B3EF50	-59.4259	-1.188518	0.418482	n/a	FE13DA	-1.5019	-0.030038	1.576962	n/a	
1702	85BD	B483B2	-58.9731	-1.179462	0.427538	n/a	FE1097	-1.5119	-0.030237	1.576763	n/a	
1703	85BD	B51A51	-58.5134	-1.170269	0.436731	n/a	FE0DD1	-1.5203	-0.030406	1.576594	n/a	
1704	85BD	B5B01A	-58.0563	-1.161127	0.445873	n/a	FE0A7D	-1.5305	-0.030610	1.576390	n/a	
1705	85BD	B646CC	-57.5964	-1.151929	0.455071	n/a	FE0769	-1.5399	-0.030797	1.576203	n/a	
1706	85BD	B6DE8C	-57.1333	-1.142667	0.464333	n/a	FE0439	-1.5496	-0.030992	1.576008	n/a	
1707	85BD	B77431	-56.6767	-1.133533	0.473467	n/a	FE00F8	-1.5595	-0.031191	1.575809	n/a	
1708	85BD	B80B5D	-56.2153	-1.124306	0.482694	n/a	FDFD18	-1.5714	-0.031427	1.575573	n/a	
1709	85BD	B8A2F2	-55.7527	-1.115055	0.491945	n/a	FDFA33	-1.5802	-0.031604	1.575396	n/a	
1710	85BD	B9399F	-55.2929	-1.105858	0.501142	n/a	FDF6F9	-1.5900	-0.031801	1.575199	n/a	
1711	85BD	B9D18D	-54.8292	-1.096585	0.510415	n/a	FDF3F5	-1.5992	-0.031985	1.575015	n/a	
1712	85BD	BA6938	-54.3664	-1.087328	0.519672	n/a	FDF0A7	-1.6093	-0.032187	1.574813	n/a	
1713	85BD	BB00D2	-53.9037	-1.078075	0.528925	n/a	FDECB6	-1.6214	-0.032427	1.574573	n/a	
1714	85BD	BB96D8	-53.4459	-1.068918	0.538082	n/a	FDE8E4	-1.6330	-0.032660	1.574340	n/a	
1715	85BD	BC2DA6	-52.9857	-1.059714	0.547286	n/a	FDE625	-1.6414	-0.032828	1.574172	n/a	
1716	85BD	BCC421	-52.5265	-1.050529	0.556471	n/a	FDE28D	-1.6524	-0.033047	1.573953	n/a	
1717	85BD	BD59C5	-52.0698	-1.041396	0.565604	n/a	FDDFB6	-1.6610	-0.033221	1.573779	n/a	
1718	85BD	BDF024	-51.6109	-1.032218	0.574782	n/a	FDDC07	-1.6723	-0.033445	1.573555	n/a	
1719	85BD	BE86B7	-51.1514	-1.023028	0.583972	n/a	FDD940	-1.6807	-0.033615	1.573385	n/a	
1720	85BD	BF1A9C	-50.7000	-1.014001	0.592999	n/a	FDD5A6	-1.6917	-0.033835	1.573165	n/a	
1721	85BD	BFAFC7	-50.2448	-1.004896	0.602104	n/a	FDD2F0	-1.7000	-0.034000	1.573000	n/a	
1722	85BD	C043E5	-49.7928	-0.995856	0.611144	n/a	FDCF8C	-1.7104	-0.034207	1.572793	n/a	
1723	85BD	C0D786	-49.3423	-0.986845	0.620155	n/a	FDCC1B	-1.7209	-0.034417	1.572583	n/a	
1724	85BD	C16A0A	-48.8951	-0.977903	0.629097	n/a	FDC8B4	-1.7312	-0.034625	1.572375	n/a	
1725	85BD	C1FD1F	-48.4463	-0.968926	0.638074	n/a	FDC652	-1.7385	-0.034770	1.572230	n/a	
1726	85BD	C28EC3	-48.0018	-0.960036	0.646964	n/a	FDC28E	-1.7500	-0.035000	1.572000	n/a	
1727	85BD	C31F80	-47.5601	-0.951202	0.655798	n/a	FDBF76	-1.7594	-0.035189	1.571811	n/a	
1728	85BD	C3AEE6	-47.1225	-0.942450	0.664550	n/a	FDBC99	-1.7682	-0.035364	1.571636	n/a	
1729	85BD	C43F27	-46.6823	-0.933645	0.673355	n/a	FDB91B	-1.7788	-0.035577	1.571423	n/a	
1730	85BD	C4CBBD	-46.2532	-0.925065	0.681935	n/a	FDB64A	-1.7874	-0.035749	1.571251	n/a	
1731	85BD	C5591C	-45.8218	-0.916436	0.690564	n/a	FDB347	-1.7966	-0.035933	1.571067	n/a	
1732	85BD	C5E6F4	-45.3889	-0.907779	0.699221	n/a	FDAFA0	-1.8078	-0.036155	1.570845	n/a	
1733	85BD	C671EF	-44.9648	-0.899296	0.707704	n/a	FDAD0D	-1.8156	-0.036313	1.570687	n/a	
1734	85BD	C6FD3F	-44.5396	-0.890793	0.716207	n/a	FDA8F1	-1.8282	-0.036563	1.570437	n/a	
1735	85BD	C78669	-44.1211	-0.882421	0.724579	n/a	FDA5A2	-1.8383	-0.036765	1.570235	n/a	
1736	85BD	C80F0C	-43.7041	-0.874081	0.732919	n/a	FDA276	-1.8479	-0.036959	1.570041	n/a	
1737	85BD	C896D5	-43.2897	-0.865794	0.741206	n/a	FD9F66	-1.8573	-0.037146	1.569854	n/a	
1738	85BD	C91C9F	-42.8814	-0.857628	0.749372	n/a	FD9BF5	-1.8678	-0.037356	1.569644	n/a	
1739	85BD	C9A2EA	-42.4716	-0.849431	0.757569	n/a	FD988C	-1.8782	-0.037564	1.569436	n/a	
1740	85BD	CA2549	-42.0737	-0.841474	0.765526	n/a	FD9539	-1.8883	-0.037767	1.569233	n/a	
1741	85BD	CAA9BF	-41.6695	-0.833389	0.773611	n/a	FD925C	-1.8971	-0.037942	1.569058	n/a	
1742	85BD	CB2B2E	-41.2745	-0.825489	0.781511	n/a	FD8F45	-1.9065	-0.038130	1.568870	n/a	
1743	85BD	CBACA8	-40.8793	-0.817587	0.789413	n/a	FD8C7C	-1.9150	-0.038300	1.568700	n/a	
1744	85BD	CC2BB2	-40.4916	-0.809833	0.797167	n/a	FD8822	-1.9283	-0.038566	1.568434	n/a	
1745	85BD	CCAA9E	-40.1043	-0.802086	0.804914	n/a	FD859B	-1.9360	-0.038720	1.568280	n/a	
1746	85BD	CD2773	-39.7234	-0.794467	0.812533	n/a	FD8278	-1.9456	-0.038912	1.568088	n/a	
1747	85BD	CDA3D5	-39.3438	-0.786875	0.820125	n/a	FD7EE8	-1.9565	-0.039129	1.567871	n/a	
1748	85BD	CE1E9E	-38.9691	-0.779381	0.827619	n/a	FD7B70	-1.9670	-0.039341	1.567659	n/a	
1749	85BD	CE996A	-38.5943	-0.771886	0.835114	n/a	FD7865	-1.9763	-0.039526	1.567474	n/a	
1750	85BD	CF1221	-38.2259	-0.764518	0.842482	n/a	FD74EC	-1.9869	-0.039738	1.567262	n/a	
1751	85BD	CFA05E	-37.7918	-0.755837	0.851163	n/a	FD70BC	-1.9997	-0.039994	1.567006	n/a	
1752	85BD	D014FD	-37.4359	-0.748719	0.858281	n/a	FD6DC0	-2.0088	-0.040176	1.566824	n/a	
1753	85BD	D08976	-37.0805	-0.741610	0.865390	n/a	FD6AA8	-2.0182	-0.040365	1.566635	n/a	
1754	85BD	D0FCB6	-36.7288	-0.734576	0.872424	n/a	FD6747	-2.0286	-0.040571	1.566429	n/a	
1755	85BD	D16E59	-36.3820	-0.727640	0.879360	n/a	FD6412	-2.0383	-0.040767	1.566233	n/a	
1756	85BD	D1DF14	-36.0380	-0.720759	0.886241	n/a	FD60D6	-2.0482	-0.040964	1.566036	n/a	
1757	85BD	D24ECF	-35.6970	-0.713940	0.893060	n/a	FD5D7E	-2.0584	-0.041168	1.565832	n/a	
1758	85BD	D2BC9A	-35.3619	-0.707239	0.899761	n/a	FD59EC	-2.0693	-0.041386	1.565614	n/a	
1759	85BD	D32A14	-35.0278	-0.700557	0.906443	n/a	FD56B6	-2.0791	-0.041582	1.565418	n/a	
1760	85BD	D39605	-34.6984	-0.693968	0.913032	n/a	FD53E7	-2.0877	-0.041754	1.565246	n/a	
1761	85BD	D40160	-34.3708	-0.687416	0.919584	n/a	FD500C	-2.0995	-0.041989	1.565011	n/a	
1762	85BD	D46AA4	-34.0496	-0.680991	0.926009	n/a	FD4D5E	-2.1076	-0.042153	1.564847	n/a	
1763	85BD	D4D35E	-33.7300	-0.674599	0.932401	n/a	FD49DE	-2.1183	-0.042366	1.564634	n/a	
1764	85BD	D53C4A	-33.4098	-0.668195	0.938805	n/a	FD4646	-2.1293	-0.042586	1.564414	n/a	
1765	85BD	D5A01A	-33.1052	-0.662103	0.944897	n/a	FD43A0	-2.1374	-0.042747	1.564253	n/a	
1766	85BD	D60543	-32.7964	-0.655929	0.951071	n/a	FD400F	-2.1482	-0.042965	1.564035	n/a	
1767	85BD	D668CD	-32.4927	-0.649853	0.957147	n/a	FD3CAC	-2.1586	-0.043172	1.563828	n/a	
1768	85BD	D6CB42	-32.1922	-0.643844	0.963156	n/a	FD3961	-2.1686	-0.043373	1.563627	n/a	
1769	85BD	D72C58	-31.8959	-0.637918	0.969082	n/a	FD36BC	-2.1767	-0.043534	1.563466	n/a	
1770	85BD	D78C72	-31.6026	-0.632053	0.974947	n/a	FD32E9	-2.1884	-0.043767	1.563233	n/a	
1771	85BD	D7EB6A	-31.3128	-0.626256	0.980744	n/a	FD2F85	-2.1987	-0.043974	1.563026	n/a	
1772	85BD	D84895	-31.0285	-0.620570	0.986430	n/a	FD2C75	-2.2081	-0.044161	1.562839	n/a	
1773	85BD	D8A564	-30.7453	-0.614905	0.992095	n/a	FD2920	-2.2182	-0.044365	1.562635	n/a	
1774	85BD	D90097	-30.4669	-0.609339	0.997661	n/a	FD25F6	-2.2279	-0.044558	1.562442	n/a	
1775	85BD	D95B32	-30.1904	-0.603809	1.003191	n/a	FD231C	-2.2366	-0.044732	1.562268	n/a	
1776	85BD	D9B42B	-29.9189	-0.598378	1.008622	n/a	FD1F63	-2.2480	-0.044959	1.562041	n/a	
1777	85BD	DA0BF2	-29.6510	-0.593021	1.013979	n/a	FD1C08	-2.2582	-0.045164	1.561836	n/a	
1778	85BD	DA62D2	-29.3859	-0.587718	1.019282	n/a	FD188F	-2.2688	-0.045376	1.561624	n/a	
1779	85BD	DAB83E	-29.1252	-0.582505	1.024495	n/a	FD14DB	-2.2801	-0.045602	1.561398	n/a	
1780	85BD	DB0CB3	-28.8675	-0.577350	1.029650	n/a	FD119D	-2.2900	-0.045800	1.561200	n/a	
1781	85BD	DB6069	-28.6120	-0.572240	1.034760	n/a	FD0E4F	-2.3001	-0.046001	1.560999	n/a	
1782	85BD	DBB24F	-28.3621	-0.567242	1.039758	n/a	FD0B8D	-2.3085	-0.046170	1.560830	n/a	
1783	85BD	DC04B3	-28.1107	-0.562213	1.044787	n/a	FD082B	-2.3188	-0.046376	1.560624	n/a	
1784	85BD	DC545B	-27.8676	-0.557351	1.049649	n/a	FD0522	-2.3281	-0.046561	1.560439	n/a	
1785	85BD	DCA326	-27.6271	-0.552542	1.054458	n/a	FD0207	-2.3376	-0.046751	1.560249	n/a	
1786	85BD	DCF0E7	-27.3898	-0.547796	1.059204	n/a	FCFED4	-2.3473	-0.046946	1.560054	n/a	
1787	85BD	DD3E6D	-27.1532	-0.543065	1.063935	n/a	FCFB1C	-2.3587	-0.047173	1.559827	n/a	
1788	85BD	DD8A6B	-26.9213	-0.538426	1.068574	n/a	FCF851	-2.3672	-0.047344	1.559656	n/a	
1789	85BD	DDD5EA	-26.6909	-0.533819	1.073181	n/a	FCF539	-2.3766	-0.047533	1.559467	n/a	
1790	85BD	DE1EFB	-26.4679	-0.529359	1.077641	n/a	FCF1D7	-2.3870	-0.047739	1.559261	n/a	
1791	85BD	DE6865	-26.2439	-0.524878	1.082122	n/a	FCEE3C	-2.3980	-0.047959	1.559041	n/a	
1792	85BD	DEB01F	-26.0250	-0.520500	1.086500	n/a	FCEAFB	-2.4079	-0.048158	1.558842	n/a	
1793	85BD	DEF6F4	-25.8089	-0.516177	1.090823	n/a	FCE821	-2.4166	-0.048332	1.558668	n/a	
1794	85BD	DF3CB7	-25.5960	-0.511919	1.095081	n/a	FCE43D	-2.4285	-0.048569	1.558431	n/a	
1795	85BD	DF815D	-25.3865	-0.507729	1.099271	n/a	FCE146	-2.4375	-0.048750	1.558250	n/a	
1796	85BD	DFC4E1	-25.1804	-0.503608	1.103392	n/a	FCDE27	-2.4470	-0.048941	1.558059	n/a	
1797	85BD	E00828	-24.9751	-0.499502	1.107498	n/a	FCDA91	-2.4580	-0.049160	1.557840	n/a	
1798	85BD	E04A12	-24.7739	-0.495479	1.111521	n/a	FCD702	-2.4688	-0.049377	1.557623	n/a	
1799	85BD	E08B83	-24.5742	-0.491485	1.115515	n/a	FCD470	-2.4767	-0.049534	1.557466	n/a	
1800	85BD	E0CB5B	-24.3794	-0.487588	1.119412	n/a	FCD10D	-2.4870	-0.049740	1.557260	n/a	
1801	85BD	E10AC3	-24.1859	-0.483718	1.123282	n/a	FCCDD4	-2.4969	-0.049937	1.557063	n/a	
1802	85BD	E14969	-23.9947	-0.479894	1.127106	n/a	FCCA0F	-2.5084	-0.050167	1.556833	n/a	
1803	85BD	E186C5	-23.8075	-0.476149	1.130851	n/a	FCC70A	-2.5176	-0.050351	1.556649	n/a	
1804	85BD	E1C349	-23.6228	-0.472456	1.134544	n/a	FCC423	-2.5264	-0.050529	1.556471	n/a	
1805	85BD	E1FF2E	-23.4400	-0.468800	1.138200	n/a	FCC091	-2.5373	-0.050746	1.556254	n/a	
1806	85BD	E239A7	-23.2615	-0.465231	1.141769	n/a	FCBD06	-2.5481	-0.050963	1.556037	n/a	
1807	85AD	E2741B	-23.0832	-0.461663	1.145337	n/a	FCB9B4	-2.5583	-0.051165	1.555835	n/a	
1808	85AD	E2AD87	-22.9079	-0.458159	1.148841	n/a	FCB6EE	-2.5667	-0.051335	1.555665	n/a	
1809	85AD	E2E5D5	-22.7361	-0.454722	1.152278	n/a	FCB38E	-2.5770	-0.051541	1.555459	n/a	
1810	85AD	E31E0A	-22.5646	-0.451291	1.155709	n/a	FCAF43	-2.5901	-0.051803	1.555197	n/a	
1811	85AD	E3557C	-22.3954	-0.447907	1.159093	n/a	FCACB0	-2.5980	-0.051960	1.555040	n/a	
1812	85AD	E38B4E	-22.2311	-0.444622	1.162378	n/a	FCA953	-2.6083	-0.052165	1.554835	n/a	
1813	85AD	E3C12B	-22.0667	-0.441335	1.165665	n/a	FCA654	-2.6174	-0.052348	1.554652	n/a	
1814	85AD	E3F578	-21.9071	-0.438143	1.168857	n/a	FCA2AD	-2.6285	-0.052571	1.554429	n/a	
1815	85AD	E428BB	-21.7507	-0.435014	1.171986	n/a	FC9F78	-2.6383	-0.052767	1.554233	n/a	
1816	85AD	E45BF6	-21.5943	-0.431887	1.175113	n/a	FC9C3A	-2.6482	-0.052964	1.554036	n/a	
1817	85AD	E48E42	-21.4409	-0.428817	1.178183	n/a	FC9888	-2.6595	-0.053190	1.553810	n/a	
1818	85AD	E4BFB5	-21.2899	-0.425799	1.181201	n/a	FC95FC	-2.6673	-0.053345	1.553655	n/a	
1819	85AD	E4F022	-21.1422	-0.422843	1.184157	n/a	FC92BF	-2.6772	-0.053543	1.553457	n/a	
1820	85AD	E5206C	-20.9948	-0.419896	1.187104	n/a	FC8F37	-2.6879	-0.053759	1.553241	n/a	
1821	85AD	E55070	-20.8483	-0.416965	1.190035	n/a	FC8C0F	-2.6976	-0.053951	1.553049	n/a	
1822	85AD	E57F4D	-20.7052	-0.414105	1.192895	n/a	FC88AC	-2.7079	-0.054158	1.552842	n/a	
1823	85AD	E5AD02	-20.5658	-0.411315	1.195685	n/a	FC852B	-2.7186	-0.054372	1.552628	n/a	
1824	85AD	E5DA6E	-20.4271	-0.408543	1.198457	n/a	FC822B	-2.7277	-0.054555	1.552445	n/a	
1825	85AD	E60775	-20.2897	-0.405795	1.201205	n/a	FC7EB5	-2.7383	-0.054766	1.552234	n/a	
1826	85AD	E633A0	-20.1549	-0.403099	1.203901	n/a	FC7B9C	-2.7478	-0.054955	1.552045	n/a	
1827	85AD	E65F4D	-20.0217	-0.400433	1.206567	n/a	FC781A	-2.7585	-0.055169	1.551831	n/a	
1828	85AD	E68A31	-19.8908	-0.397815	1.209185	n/a	FC74B6	-2.7688	-0.055376	1.551624	n/a	
1829	85AD	E6B446	-19.7623	-0.395247	1.211753	n/a	FC71C0	-2.7779	-0.055557	1.551443	n/a	
1830	85AD	E6DDF6	-19.6351	-0.392702	1.214298	n/a	FC6DDF	-2.7897	-0.055794	1.551206	n/a	
1831	85AD	E706D1	-19.5104	-0.390209	1.216791	n/a	FC6ACB	-2.7991	-0.055982	1.551018	n/a	
1832	85AD	E72F55	-19.3868	-0.387736	1.219264	n/a	FC67AE	-2.8086	-0.056172	1.550828	n/a	
1833	85AD	E756D2	-19.2663	-0.385326	1.221674	n/a	FC64E1	-2.8171	-0.056343	1.550657	n/a	
1834	85AD	E77E36	-19.1461	-0.382922	1.224078	n/a	FC613C	-2.8283	-0.056565	1.550435	n/a	
1835	85AD	E7A493	-19.0290	-0.380580	1.226420	n/a	FC5D93	-2.8394	-0.056788	1.550212	n/a	
1836	85AD	E7CB7C	-18.9103	-0.378205	1.228795	n/a	FC5AE3	-2.8476	-0.056952	1.550048	n/a	
1837	85AD	E7F0EC	-18.7960	-0.375920	1.231080	n/a	FC575C	-2.8584	-0.057168	1.549832	n/a	
1838	85AD	E815F6	-18.6830	-0.373659	1.233341	n/a	FC53BD	-2.8694	-0.057389	1.549611	n/a	
1839	85AD	E839FF	-18.5730	-0.371460	1.235540	n/a	FC50F0	-2.8780	-0.057560	1.549440	n/a	
1840	85AD	E85E5D	-18.4620	-0.369240	1.237760	n/a	FC4DC0	-2.8877	-0.057754	1.549246	n/a	
1841	85AD	E8814B	-18.3554	-0.367108	1.239892	n/a	FC4A34	-2.8985	-0.057971	1.549029	n/a	
1842	85AD	E8A4EF	-18.2467	-0.364933	1.242067	n/a	FC46F4	-2.9085	-0.058169	1.548831	n/a	
1843	85AD	E8C6B5	-18.1436	-0.362872	1.244128	n/a	FC4381	-2.9190	-0.058380	1.548620	n/a	
1844	85AD	E8E8A9	-18.0400	-0.360799	1.246201	n/a	FC40AE	-2.9276	-0.058552	1.548448	n/a	
1845	85AD	E90B00	-17.9352	-0.358703	1.248297	n/a	FC3D0E	-2.9387	-0.058773	1.548227	n/a	
1846	85AD	E92B5A	-17.8364	-0.356729	1.250271	n/a	FC39B9	-2.9488	-0.058977	1.548023	n/a	
1847	85AD	E94C34	-17.7362	-0.354724	1.252276	n/a	FC365C	-2.9591	-0.059182	1.547818	n/a	
1848	85AD	E96C5E	-17.6380	-0.352761	1.254239	n/a	FC32F0	-2.9695	-0.059391	1.547609	n/a	
1849	85AD	E98B45	-17.5437	-0.350874	1.256126	n/a	FC2FB1	-2.9794	-0.059589	1.547411	n/a	
1850	85AD	E9AB0B	-17.4468	-0.348935	1.258065	n/a	FC2C73	-2.9893	-0.059787	1.547213	n/a	
1851	85AD	E9C9D9	-17.3527	-0.347055	1.259945	n/a	FC2920	-2.9995	-0.059990	1.547010	n/a	
1852	85AD	E9E7D5	-17.2612	-0.345225	1.261775	n/a	FC258A	-3.0104	-0.060209	1.546791	n/a	
1853	85AD	EA060C	-17.1690	-0.343381	1.263619	n/a	FC230B	-3.0180	-0.060361	1.546639	n/a	
1854	85AD	EA2307	-17.0806	-0.341612	1.265388	n/a	FC1F84	-3.0288	-0.060576	1.546424	n/a	
1855	85AD	EA4061	-16.9910	-0.339820	1.267180	n/a	FC1BD3	-3.0401	-0.060802	1.546198	n/a	
1856	85AD	EA5CB8	-16.9045	-0.338091	1.268909	n/a	FC1861	-3.0506	-0.061012	1.545988	n/a	
1857	85AD	EA7819	-16.8210	-0.336420	1.270580	n/a	FC152B	-3.0604	-0.061208	1.545792	n/a	
1858	85AD	EA8D71	-16.7558	-0.335117	1.271883	n/a	FC1222	-3.0697	-0.061393	1.545607	n/a	
1859	85AD	EA96B3	-16.7276	-0.334552	1.272448	n/a	FC0E88	-3.0806	-0.061613	1.545387	n/a	
1860	85AD	EA94CE	-16.7334	-0.334667	1.272333	n/a	FC0AC0	-3.0922	-0.061844	1.545156	n/a	
1861	85AD	EA8885	-16.7709	-0.335417	1.271583	n/a	FC0771	-3.1023	-0.062046	1.544954	n/a	
1862	85AD	EA751F	-16.8301	-0.336601	1.270399	n/a	FC04D4	-3.1103	-0.062205	1.544795	n/a	
1863	85AD	EAF6C3	-16.4344	-0.328689	1.278311	n/a	F855C4	-5.9883	-0.119765	1.487235	n/a	
1864	85FD	BA0DB6	-54.6457	-1.092913	0.514087	n/a	AD5088	-64.5980	-1.291960	0.315040	n/a	
1865	85FD	9ED93F	-75.8995	-1.517990	0.089010	n/a	9DAA84	-76.8234	-1.536467	0.070533	n/a	
1866	857D	9D40AA	-77.1464	-1.542928	0.064072	n/a	9CAD02	-77.5970	-1.551940	0.055060	n/a	
1867	855D	9CEF72	-77.3943	-1.547885	0.059115	n/a	9C6955	-77.8035	-1.556071	0.050929	n/a	
1868	855D	9CC7C4	-77.5154	-1.550307	0.056693	n/a	9C45C2	-77.9121	-1.558242	0.048758	n/a	
1869	855D	9CB01A	-77.5876	-1.551752	0.055248	n/a	9C3034	-77.9779	-1.559558	0.047442	n/a	
1870	855D	9CA046	-77.6359	-1.552718	0.054282	n/a	9C215D	-78.0232	-1.560464	0.046536	n/a	
1871	855D	9C952C	-77.6698	-1.553395	0.053605	n/a	9C1764	-78.0536	-1.561072	0.045928	n/a	
1872	855D	9C8C46	-77.6969	-1.553938	0.053062	n/a	9C0F80	-78.0777	-1.561554	0.045446	n/a	
1873	855D	9C85CD	-77.7167	-1.554333	0.052667	n/a	9C0947	-78.0967	-1.561934	0.045066	n/a	
1874	855D	9C8160	-77.7302	-1.554604	0.052396	n/a	9C04D0	-78.1103	-1.562206	0.044794	n/a	
1875	855D	9C7D0A	-77.7434	-1.554868	0.052132	n/a	9C0023	-78.1246	-1.562492	0.044508	n/a	
1876	855D	9C79DA	-77.7531	-1.555063	0.051937	n/a	9BFD3E	-78.1334	-1.562668	0.044332	n/a	
1877	855D	9C7687	-77.7633	-1.555266	0.051734	n/a	9BFA45	-78.1425	-1.562850	0.044150	n/a	
1878	855D	9C74B6	-77.7688	-1.555376	0.051624	n/a	9BF875	-78.1480	-1.562960	0.044040	n/a	
1879	855D	9C72BD	-77.7748	-1.555497	0.051503	n/a	9BF5E1	-78.1559	-1.563118	0.043882	n/a	
1880	855D	9C704D	-77.7823	-1.555646	0.051354	n/a	9BF39A	-78.1628	-1.563257	0.043743	n/a	
1881	855D	9C6F53	-77.7853	-1.555705	0.051295	n/a	9BF2B2	-78.1656	-1.563312	0.043688	n/a	
1882	855D	9C6D53	-77.7914	-1.555827	0.051173	n/a	9BF0AD	-78.1718	-1.563435	0.043565	n/a	
1883	855D	9C6C2E	-77.7949	-1.555897	0.051103	n/a	9BEF47	-78.1760	-1.563521	0.043479	n/a	
1884	855D	9C6B15	-77.7982	-1.555964	0.051036	n/a	9BEE80	-78.1784	-1.563568	0.043432	n/a	
1885	855D	9C69E7	-77.8018	-1.556036	0.050964	n/a	9BED21	-78.1826	-1.563652	0.043348	n/a	
1886	855D	9C6976	-77.8032	-1.556063	0.050937	n/a	9BEBF4	-78.1862	-1.563724	0.043276	n/a	
1887	855D	9C6841	-77.8068	-1.556137	0.050863	n/a	9BEB25	-78.1886	-1.563773	0.043227	n/a	
1888	855D	9C6778	-77.8092	-1.556185	0.050815	n/a	9BE9CC	-78.1928	-1.563855	0.043145	n/a	
1889	855D	9C66DC	-77.8111	-1.556222	0.050778	n/a	9BE979	-78.1937	-1.563875	0.043125	n/a	
1890	855D	9C6646	-77.8129	-1.556258	0.050742	n/a	9BE89E	-78.1964	-1.563927	0.043073	n/a	
1891	855D	9C657C	-77.8153	-1.556306	0.050694	n/a	9BE794	-78.1995	-1.563991	0.043009	n/a	
1892	855D	9C654A	-77.8159	-1.556318	0.050682	n/a	9BE729	-78.2008	-1.564016	0.042984	n/a	
