	Guage compr	TC Amp 2					TC Amp 3					
0711	85FD	E15892	-23.9484	-0.478969	1.128031	n/a	DFD28C	-25.1387	-0.502774	1.104226	n/a	
0712	85FD	E168C1	-23.8991	-0.477981	1.129019	n/a	DFE1C4	-25.0923	-0.501845	1.105155	n/a	
0713	85FD	E1787F	-23.8510	-0.477020	1.129980	n/a	DFF1A2	-25.0438	-0.500877	1.106123	n/a	
0714	85FD	E18784	-23.8052	-0.476104	1.130896	n/a	E0001B	-24.9997	-0.499993	1.107007	n/a	
0715	85FD	E19740	-23.7572	-0.475143	1.131857	n/a	E00F3B	-24.9535	-0.499070	1.107930	n/a	
0716	85FD	E1A614	-23.7119	-0.474238	1.132762	n/a	E01E57	-24.9074	-0.498148	1.108852	n/a	
0717	85FD	E1B4F6	-23.6665	-0.473330	1.133670	n/a	E02DAA	-24.8606	-0.497213	1.109787	n/a	
0718	85FD	E1C3DE	-23.6210	-0.472420	1.134580	n/a	E03C57	-24.8158	-0.496317	1.110683	n/a	
0719	85FD	E1D340	-23.5741	-0.471481	1.135519	n/a	E04B28	-24.7706	-0.495413	1.111587	n/a	
0720	85FD	E1E1F5	-23.5292	-0.470583	1.136417	n/a	E05973	-24.7270	-0.494540	1.112460	n/a	
0721	85FD	E1F0BB	-23.4841	-0.469682	1.137318	n/a	E06786	-24.6841	-0.493681	1.113319	n/a	
0722	85FD	E1FEA0	-23.4417	-0.468834	1.138166	n/a	E07675	-24.6385	-0.492770	1.114230	n/a	
0723	85FD	E20CDD	-23.3982	-0.467965	1.139035	n/a	E0845C	-24.5961	-0.491921	1.115079	n/a	
0724	85FD	E21B3C	-23.3544	-0.467088	1.139912	n/a	E09297	-24.5526	-0.491053	1.115947	n/a	
0725	85FD	E2299C	-23.3105	-0.466210	1.140790	n/a	E0A09F	-24.5098	-0.490196	1.116804	n/a	
0726	85FD	E237A5	-23.2677	-0.465354	1.141646	n/a	E0AE9C	-24.4671	-0.489343	1.117657	n/a	
0727	85FD	E24563	-23.2257	-0.464515	1.142485	n/a	E0BC4D	-24.4253	-0.488507	1.118493	n/a	
0728	85FD	E25303	-23.1842	-0.463683	1.143317	n/a	E0C9EE	-24.3838	-0.487675	1.119325	n/a	
0729	85FD	E260E0	-23.1419	-0.462837	1.144163	n/a	E0D7C3	-24.3415	-0.486831	1.120169	n/a	
0730	85ED	E26E3B	-23.1011	-0.462022	1.144978	n/a	E0E4E7	-24.3014	-0.486029	1.120971	n/a	
0731	85ED	E27C04	-23.0590	-0.461181	1.145819	n/a	E0F20C	-24.2613	-0.485226	1.121774	n/a	
0732	85ED	E288E4	-23.0197	-0.460395	1.146605	n/a	E0FF6F	-24.2205	-0.484409	1.122591	n/a	
0733	85ED	E29606	-22.9797	-0.459593	1.147407	n/a	E10C6B	-24.1808	-0.483617	1.123383	n/a	
0734	85ED	E2A333	-22.9394	-0.458789	1.148211	n/a	E1196A	-24.1412	-0.482824	1.124176	n/a	
0735	85ED	E2B07A	-22.8989	-0.457979	1.149021	n/a	E12697	-24.1010	-0.482019	1.124981	n/a	
0736	85ED	E2BDDE	-22.8581	-0.457161	1.149839	n/a	E1331B	-24.0628	-0.481256	1.125744	n/a	
0737	85ED	E2CA3D	-22.8203	-0.456406	1.150594	n/a	E14097	-24.0216	-0.480433	1.126567	n/a	
0738	85ED	E2D760	-22.7802	-0.455604	1.151396	n/a	E14CC7	-23.9844	-0.479689	1.127311	n/a	
0739	85ED	E2E353	-22.7438	-0.454875	1.152125	n/a	E159C6	-23.9448	-0.478895	1.128105	n/a	
0740	85ED	E2EF96	-22.7063	-0.454127	1.152873	n/a	E16577	-23.9091	-0.478182	1.128818	n/a	
0741	85ED	E2FC99	-22.6666	-0.453332	1.153668	n/a	E1726D	-23.8695	-0.477391	1.129609	n/a	
0742	85ED	E308F4	-22.6289	-0.452578	1.154422	n/a	E17F75	-23.8298	-0.476595	1.130405	n/a	
0743	85ED	E315AD	-22.5901	-0.451802	1.155198	n/a	E18AA7	-23.7956	-0.475912	1.131088	n/a	
0744	85ED	E3217D	-22.5540	-0.451081	1.155919	n/a	E1970B	-23.7578	-0.475156	1.131844	n/a	
0745	85ED	E32DA7	-22.5169	-0.450338	1.156662	n/a	E1A310	-23.7211	-0.474422	1.132578	n/a	
0746	85ED	E339E8	-22.4795	-0.449590	1.157410	n/a	E1AEF6	-23.6848	-0.473696	1.133304	n/a	
0747	85ED	E34560	-22.4445	-0.448891	1.158109	n/a	E1BA9B	-23.6493	-0.472985	1.134015	n/a	
0748	85ED	E351ED	-22.4062	-0.448124	1.158876	n/a	E1C66D	-23.6132	-0.472264	1.134736	n/a	
0749	85ED	E35DD3	-22.3699	-0.447398	1.159602	n/a	E1D220	-23.5775	-0.471550	1.135450	n/a	
0750	85ED	E369A8	-22.3338	-0.446676	1.160324	n/a	E1DD88	-23.5427	-0.470854	1.136146	n/a	
0751	85ED	E374EA	-22.2994	-0.445989	1.161011	n/a	E1E925	-23.5072	-0.470145	1.136855	n/a	
0752	85ED	E380D4	-22.2631	-0.445262	1.161738	n/a	E1F49F	-23.4722	-0.469444	1.137556	n/a	
0753	85ED	E38BB5	-22.2299	-0.444598	1.162402	n/a	E2002B	-23.4370	-0.468740	1.138260	n/a	
0754	85ED	E39753	-22.1944	-0.443889	1.163111	n/a	E20B20	-23.4035	-0.468071	1.138929	n/a	
0755	85ED	E3A29F	-22.1600	-0.443199	1.163801	n/a	E21654	-23.3694	-0.467387	1.139613	n/a	
0756	85ED	E3ADF9	-22.1253	-0.442506	1.164494	n/a	E221AF	-23.3347	-0.466694	1.140306	n/a	
0757	85ED	E3B89F	-22.0928	-0.441856	1.165144	n/a	E22CFD	-23.3002	-0.466004	1.140996	n/a	
0758	85AD	E3C435	-22.0575	-0.441149	1.165851	n/a	E23779	-23.2682	-0.465364	1.141636	n/a	
0759	85AD	E3CF41	-22.0238	-0.440475	1.166525	n/a	E24269	-23.2348	-0.464696	1.142304	n/a	
0760	85AD	E3D9EB	-21.9912	-0.439824	1.167176	n/a	E24D56	-23.2015	-0.464030	1.142970	n/a	
0761	85AD	E3E4DB	-21.9578	-0.439157	1.167843	n/a	E25837	-23.1683	-0.463366	1.143634	n/a	
0762	85AD	E3EF05	-21.9268	-0.438536	1.168464	n/a	E2631F	-23.1350	-0.462700	1.144300	n/a	
0763	85AD	E3FA2D	-21.8928	-0.437855	1.169145	n/a	E26D25	-23.1044	-0.462088	1.144912	n/a	
0764	85AD	E404A2	-21.8609	-0.437217	1.169783	n/a	E27804	-23.0712	-0.461425	1.145575	n/a	
0765	85AD	E40F53	-21.8282	-0.436564	1.170436	n/a	E28267	-23.0395	-0.460791	1.146209	n/a	
0766	85AD	E41997	-21.7969	-0.435938	1.171062	n/a	E28CBC	-23.0080	-0.460160	1.146840	n/a	
0767	85AD	E42435	-21.7645	-0.435290	1.171710	n/a	E296E5	-22.9770	-0.459540	1.147460	n/a	
0768	85AD	E42F25	-21.7311	-0.434622	1.172378	n/a	E2A158	-22.9451	-0.458902	1.148098	n/a	
0769	85AD	E43871	-21.7027	-0.434055	1.172945	n/a	E2AB58	-22.9146	-0.458292	1.148708	n/a	
0770	85AD	E442C9	-21.6712	-0.433424	1.173576	n/a	E2B4D4	-22.8856	-0.457713	1.149287	n/a	
0771	85AD	E44CE9	-21.6403	-0.432806	1.174194	n/a	E2BFCC	-22.8522	-0.457043	1.149957	n/a	
0772	85AD	E457CA	-21.6071	-0.432142	1.174858	n/a	E2C9F6	-22.8212	-0.456423	1.150577	n/a	
0773	85AD	E4619A	-21.5771	-0.431543	1.175457	n/a	E2D446	-22.7897	-0.455794	1.151206	n/a	
0774	85AD	E46BDA	-21.5459	-0.430917	1.176083	n/a	E2DE4E	-22.7591	-0.455181	1.151819	n/a	
0775	85AD	E4762D	-21.5143	-0.430287	1.176713	n/a	E2E864	-22.7283	-0.454566	1.152434	n/a	
0776	85AD	E47FAB	-21.4854	-0.429708	1.177292	n/a	E2F17A	-22.7006	-0.454011	1.152989	n/a	
0777	85AD	E4893B	-21.4562	-0.429124	1.177876	n/a	E2FB0A	-22.6714	-0.453428	1.153572	n/a	
0778	85AD	E491B4	-21.4303	-0.428607	1.178393	n/a	E30484	-22.6425	-0.452849	1.154151	n/a	
0779	85AD	E49D76	-21.3945	-0.427889	1.179111	n/a	E30DB6	-22.6144	-0.452288	1.154712	n/a	
0780	85AD	E4A80A	-21.3622	-0.427244	1.179756	n/a	E3192F	-22.5794	-0.451588	1.155412	n/a	
0781	85AD	E4B406	-21.3256	-0.426512	1.180488	n/a	E3256C	-22.5420	-0.450841	1.156159	n/a	
0782	85AD	E4C140	-21.2852	-0.425705	1.181295	n/a	E3315D	-22.5056	-0.450112	1.156888	n/a	
0783	85AD	E4CE83	-21.2448	-0.424895	1.182105	n/a	E33FE4	-22.4613	-0.449225	1.157775	n/a	
0784	85AD	E4DF01	-21.1944	-0.423889	1.183111	n/a	E34FF0	-22.4123	-0.448246	1.158754	n/a	
0785	85AD	E4F4BD	-21.1281	-0.422562	1.184438	n/a	E363F7	-22.3512	-0.447023	1.159977	n/a	
0786	85AD	E51212	-21.0386	-0.420772	1.186228	n/a	E37F7D	-22.2672	-0.445344	1.161656	n/a	
0787	85AD	E535DF	-20.9293	-0.418587	1.188413	n/a	E3A11E	-22.1646	-0.443291	1.163709	n/a	
0788	85AD	E56051	-20.7998	-0.415996	1.191004	n/a	E3C929	-22.0423	-0.440847	1.166153	n/a	
0789	85AD	E59164	-20.6500	-0.413001	1.193999	n/a	E3F682	-21.9040	-0.438079	1.168921	n/a	
0790	85AD	E5C775	-20.4850	-0.409701	1.197299	n/a	E429F9	-21.7469	-0.434938	1.172062	n/a	
0791	85AD	E60364	-20.3021	-0.406043	1.200957	n/a	E461FD	-21.5760	-0.431519	1.175481	n/a	
0792	85AD	E64598	-20.1001	-0.402002	1.204998	n/a	E4A25A	-21.3795	-0.427591	1.179409	n/a	
0793	85AD	E693BC	-19.8616	-0.397233	1.209767	n/a	E4EAEA	-21.1581	-0.423162	1.183838	n/a	
0794	85AD	E6EDBA	-19.5870	-0.391740	1.215260	n/a	E53F69	-20.9002	-0.418005	1.188995	n/a	
0795	85AD	E75457	-19.2739	-0.385477	1.221523	n/a	E59F94	-20.6067	-0.412135	1.194865	n/a	
0796	85AD	E7CA56	-18.9138	-0.378275	1.228725	n/a	E60E61	-20.2686	-0.405372	1.201628	n/a	
0797	85AD	E85A6B	-18.4741	-0.369481	1.237519	n/a	E69413	-19.8606	-0.397212	1.209788	n/a	
0798	85AD	E91126	-17.9164	-0.358328	1.248672	n/a	E73D11	-19.3449	-0.386898	1.220102	n/a	
0799	85AD	E9F358	-17.2261	-0.344522	1.262478	n/a	E80B85	-18.7148	-0.374297	1.232703	n/a	
0800	85AD	EB0984	-16.3772	-0.327544	1.279456	n/a	E907ED	-17.9446	-0.358891	1.248109	n/a	
0801	85AD	EC4B43	-15.3953	-0.307906	1.299094	n/a	EA2995	-17.0606	-0.341212	1.265788	n/a	
0802	85AD	EDC2F6	-14.2488	-0.284975	1.322025	n/a	EB7943	-16.0362	-0.320724	1.286276	n/a	
0803	85AD	EF6891	-12.9621	-0.259243	1.347757	n/a	ECEE3E	-14.8979	-0.297959	1.309041	n/a	
0804	85AD	F13BB8	-11.5365	-0.230730	1.376270	n/a	EE8843	-13.6467	-0.272933	1.334067	n/a	
0805	85AD	F32DAC	-10.0169	-0.200337	1.406663	n/a	F039A3	-12.3241	-0.246482	1.360518	n/a	
0806	85AD	F53137	-8.4435	-0.168871	1.438129	n/a	F1F6FC	-10.9650	-0.219300	1.387700	n/a	
0807	85AD	F73E1D	-6.8417	-0.136834	1.470166	n/a	F3B8FC	-9.5917	-0.191834	1.415166	n/a	
0808	85AD	F93EFF	-5.2765	-0.105530	1.501470	n/a	F56F6A	-8.2537	-0.165075	1.441925	n/a	
0809	85AD	FB206A	-3.8073	-0.076146	1.530854	n/a	F70C41	-6.9938	-0.139877	1.467123	n/a	
0810	85AD	FCD287	-2.4825	-0.049650	1.557350	n/a	F88584	-5.8425	-0.116851	1.490149	n/a	
0811	85AD	FE4D5C	-1.3264	-0.026528	1.580472	n/a	F9D57E	-4.8172	-0.096344	1.510656	n/a	
0812	85AD	FF8AC5	-0.3577	-0.007155	1.599845	n/a	FAF717	-3.9334	-0.078669	1.528331	n/a	
0813	85AD	008DA8	0.4323	0.008646	1.615646	n/a	FBEE60	-3.1788	-0.063576	1.543424	n/a	
0814	85AD	015B74	1.0603	0.021207	1.628207	n/a	FCBD4A	-2.5473	-0.050946	1.556054	n/a	
0815	85AD	01FCB0	1.5524	0.031048	1.638048	n/a	FD6895	-2.0246	-0.040492	1.566508	n/a	
0816	85AD	027B2B	1.9384	0.038768	1.645768	n/a	FDF769	-1.5887	-0.031774	1.575226	n/a	
0817	85AD	02DD60	2.2381	0.044762	1.651762	n/a	FE6D34	-1.2292	-0.024585	1.582415	n/a	
0818	85AD	0328A6	2.4678	0.049356	1.656356	n/a	FECF1E	-0.9304	-0.018608	1.588392	n/a	
0819	85AD	0363F0	2.6487	0.052975	1.659975	n/a	FF2176	-0.6791	-0.013582	1.593418	n/a	
0820	85AD	0392CE	2.7918	0.055835	1.662835	n/a	FF66BE	-0.4677	-0.009354	1.597646	n/a	
0821	85AD	03B6F5	2.9021	0.058042	1.665042	n/a	FFA18A	-0.2883	-0.005765	1.601235	n/a	
0822	85AD	03D54C	2.9947	0.059894	1.666894	n/a	FFD4D4	-0.1317	-0.002635	1.604365	n/a	
0823	85AD	03EC9A	3.0658	0.061316	1.668316	n/a	000090	0.0017	0.000034	1.607034	n/a	
0824	85AD	040074	3.1264	0.062528	1.669528	n/a	0027DF	0.1217	0.002434	1.609434	n/a	
0825	85AD	0410A2	3.1758	0.063515	1.670515	n/a	004958	0.2238	0.004477	1.611477	n/a	
0826	85AD	041E94	3.2183	0.064366	1.671366	n/a	0067E9	0.3171	0.006342	1.613342	n/a	
0827	85AD	0429D7	3.2527	0.065054	1.672054	n/a	00829E	0.3986	0.007972	1.614972	n/a	
0828	85AD	043372	3.2820	0.065640	1.672640	n/a	009B42	0.4738	0.009476	1.616476	n/a	
0829	85AD	043C6E	3.3094	0.066188	1.673188	n/a	00B1F9	0.5431	0.010863	1.617863	n/a	
0830	85AD	0444A7	3.3345	0.066690	1.673690	n/a	00C5F4	0.6041	0.012082	1.619082	n/a	
0831	85AD	044BF3	3.3568	0.067136	1.674136	n/a	00D82F	0.6597	0.013195	1.620195	n/a	
0832	85AD	0451F9	3.3752	0.067503	1.674503	n/a	00E9CA	0.7135	0.014269	1.621269	n/a	
0833	85AD	045687	3.3891	0.067781	1.674781	n/a	00F9F4	0.7628	0.015256	1.622256	n/a	
0834	85AD	045BAB	3.4047	0.068095	1.675095	n/a	01087C	0.8071	0.016143	1.623143	n/a	
0835	85AD	046001	3.4180	0.068360	1.675360	n/a	01162D	0.8489	0.016979	1.623979	n/a	
0836	85AD	046513	3.4335	0.068669	1.675669	n/a	012317	0.8883	0.017767	1.624767	n/a	
0837	85AD	0468EE	3.4452	0.068904	1.675904	n/a	012F3A	0.9254	0.018507	1.625507	n/a	
0838	85AD	046B94	3.4533	0.069066	1.676066	n/a	013AB3	0.9604	0.019208	1.626208	n/a	
0839	85AD	046FBE	3.4660	0.069320	1.676320	n/a	01450B	0.9920	0.019839	1.626839	n/a	
0840	85AD	04727B	3.4744	0.069487	1.676487	n/a	014F48	1.0232	0.020464	1.627464	n/a	
0841	85AD	047547	3.4829	0.069658	1.676658	n/a	0158AF	1.0519	0.021038	1.628038	n/a	
0842	85AD	0477AF	3.4902	0.069805	1.676805	n/a	016232	1.0809	0.021618	1.628618	n/a	
0843	85AD	047A9F	3.4992	0.069984	1.676984	n/a	016ADE	1.1074	0.022148	1.629148	n/a	
0844	85AD	047CDD	3.5061	0.070121	1.677121	n/a	01734D	1.1331	0.022662	1.629662	n/a	
0845	85AD	047F97	3.5144	0.070287	1.677287	n/a	017B5D	1.1577	0.023154	1.630154	n/a	
0846	85AD	0481A1	3.5206	0.070412	1.677412	n/a	0182D5	1.1805	0.023610	1.630610	n/a	
0847	85AD	0483AD	3.5268	0.070537	1.677537	n/a	018976	1.2007	0.024015	1.631015	n/a	
0848	85AD	04860F	3.5341	0.070682	1.677682	n/a	01909B	1.2226	0.024451	1.631451	n/a	
0849	85AD	048763	3.5382	0.070763	1.677763	n/a	019748	1.2429	0.024858	1.631858	n/a	
0850	85AD	0488C4	3.5424	0.070848	1.677848	n/a	019D37	1.2610	0.025221	1.632221	n/a	
0851	85AD	048B03	3.5492	0.070985	1.677985	n/a	01A39F	1.2806	0.025612	1.632612	n/a	
0852	85AD	048C18	3.5525	0.071051	1.678051	n/a	01A9D3	1.2995	0.025990	1.632990	n/a	
0853	85AD	048D57	3.5563	0.071127	1.678127	n/a	01AF5B	1.3164	0.026328	1.633328	n/a	
0854	85AD	048E67	3.5596	0.071192	1.678192	n/a	01B4B1	1.3327	0.026654	1.633654	n/a	
0855	85AD	048FEF	3.5643	0.071285	1.678285	n/a	01B9CC	1.3483	0.026965	1.633965	n/a	
0856	85AD	0490D6	3.5670	0.071340	1.678340	n/a	01BEED	1.3639	0.027278	1.634278	n/a	
0857	85AD	0492DD	3.5732	0.071464	1.678464	n/a	01C36E	1.3777	0.027553	1.634553	n/a	
0858	85AD	04936F	3.5749	0.071499	1.678499	n/a	01C808	1.3917	0.027834	1.634834	n/a	
0859	85AD	04949D	3.5785	0.071571	1.678571	n/a	01CCF5	1.4067	0.028135	1.635135	n/a	
0860	85AD	0495AE	3.5818	0.071636	1.678636	n/a	01D143	1.4199	0.028397	1.635397	n/a	
0861	85AD	04970D	3.5860	0.071719	1.678719	n/a	01D52C	1.4318	0.028636	1.635636	n/a	
0862	85AD	0497EA	3.5886	0.071772	1.678772	n/a	01D940	1.4442	0.028885	1.635885	n/a	
0863	85AD	049911	3.5921	0.071842	1.678842	n/a	01DD84	1.4573	0.029145	1.636145	n/a	
0864	85AD	0499E8	3.5947	0.071894	1.678894	n/a	01E150	1.4688	0.029377	1.636377	n/a	
0865	85AD	049AB0	3.5971	0.071941	1.678941	n/a	01E52C	1.4806	0.029613	1.636613	n/a	
0866	85AD	049B77	3.5994	0.071989	1.678989	n/a	01E8D4	1.4918	0.029836	1.636836	n/a	
0867	85AD	049CBB	3.6033	0.072066	1.679066	n/a	01EC3C	1.5022	0.030044	1.637044	n/a	
0868	85AD	049D7F	3.6056	0.072113	1.679113	n/a	01EFB7	1.5128	0.030256	1.637256	n/a	
0869	85AD	049D98	3.6059	0.072119	1.679119	n/a	01F296	1.5216	0.030431	1.637431	n/a	
0870	85AD	049E31	3.6078	0.072155	1.679155	n/a	01F5E3	1.5316	0.030633	1.637633	n/a	
0871	85AD	049F25	3.6107	0.072213	1.679213	n/a	01F8F3	1.5410	0.030820	1.637820	n/a	
0872	85AD	049FDD	3.6129	0.072257	1.679257	n/a	01FBFE	1.5503	0.031005	1.638005	n/a	
0873	85AD	04A0D5	3.6158	0.072316	1.679316	n/a	01FF67	1.5607	0.031214	1.638214	n/a	
0874	85AD	04A1D4	3.6189	0.072377	1.679377	n/a	0201E6	1.5683	0.031366	1.638366	n/a	
0875	85AD	04A2FE	3.6224	0.072448	1.679448	n/a	02050A	1.5779	0.031558	1.638558	n/a	
0876	85AD	04A367	3.6237	0.072473	1.679473	n/a	0207F1	1.5867	0.031735	1.638735	n/a	
0877	85AD	04A39C	3.6243	0.072486	1.679486	n/a	020A81	1.5946	0.031891	1.638891	n/a	
0878	85AD	04A4CD	3.6279	0.072559	1.679559	n/a	020DB7	1.6044	0.032087	1.639087	n/a	
0879	85AD	04A53B	3.6292	0.072585	1.679585	n/a	020FC9	1.6107	0.032213	1.639213	n/a	
0880	85AD	04A5C6	3.6309	0.072618	1.679618	n/a	021284	1.6190	0.032380	1.639380	n/a	
0881	85AD	04A5A0	3.6304	0.072609	1.679609	n/a	0214DF	1.6262	0.032524	1.639524	n/a	
0882	85AD	04A66F	3.6329	0.072658	1.679658	n/a	02171A	1.6330	0.032660	1.639660	n/a	
0883	85AD	04A761	3.6358	0.072716	1.679716	n/a	0219A5	1.6408	0.032815	1.639815	n/a	
0884	85AD	04A79E	3.6365	0.072731	1.679731	n/a	021BDA	1.6475	0.032950	1.639950	n/a	
0885	85AD	04A88C	3.6394	0.072787	1.679787	n/a	021DD0	1.6535	0.033070	1.640070	n/a	
0886	85AD	04A895	3.6395	0.072789	1.679789	n/a	022020	1.6605	0.033211	1.640211	n/a	
0887	85AD	04A8D9	3.6403	0.072806	1.679806	n/a	0222B6	1.6684	0.033369	1.640369	n/a	
0888	85AD	04A9D3	3.6433	0.072865	1.679865	n/a	022498	1.6742	0.033484	1.640484	n/a	
0889	85AD	04AA62	3.6450	0.072899	1.679899	n/a	0226DD	1.6811	0.033622	1.640622	n/a	
0890	85AD	04AA8A	3.6454	0.072909	1.679909	n/a	022841	1.6853	0.033707	1.640707	n/a	
0891	85AD	04AB76	3.6483	0.072965	1.679965	n/a	022A5C	1.6918	0.033835	1.640835	n/a	
0892	85AD	04AB8D	3.6485	0.072971	1.679971	n/a	022C58	1.6978	0.033957	1.640957	n/a	
0893	85AD	04ABC7	3.6492	0.072984	1.679984	n/a	022E8D	1.7046	0.034091	1.641091	n/a	
0894	85AD	04ABB8	3.6490	0.072981	1.679981	n/a	0230B5	1.7111	0.034223	1.641223	n/a	
0895	85AD	04ABDD	3.6495	0.072990	1.679990	n/a	023231	1.7157	0.034313	1.641313	n/a	
0896	85AD	04AC33	3.6505	0.073010	1.680010	n/a	0233FD	1.7212	0.034423	1.641423	n/a	
0897	85AD	04ACFD	3.6529	0.073058	1.680058	n/a	0235D3	1.7268	0.034535	1.641535	n/a	
0898	85AD	04AD54	3.6540	0.073079	1.680079	n/a	0237BE	1.7326	0.034652	1.641652	n/a	
0899	85AD	04AE22	3.6564	0.073128	1.680128	n/a	02397D	1.7379	0.034759	1.641759	n/a	
0900	85AD	04AE9F	3.6579	0.073158	1.680158	n/a	023AC5	1.7419	0.034837	1.641837	n/a	
0901	85AD	04AEF7	3.6590	0.073179	1.680179	n/a	023C92	1.7473	0.034947	1.641947	n/a	
0902	85AD	04AEB1	3.6581	0.073162	1.680162	n/a	023DC6	1.7510	0.035020	1.642020	n/a	
0903	85AD	04AF37	3.6597	0.073194	1.680194	n/a	023F41	1.7555	0.035111	1.642111	n/a	
0904	85AD	04AF15	3.6593	0.073186	1.680186	n/a	0240C6	1.7602	0.035203	1.642203	n/a	
0905	85AD	04AFAC	3.6611	0.073222	1.680222	n/a	0242BE	1.7662	0.035324	1.642324	n/a	
0906	85AD	04B002	3.6621	0.073243	1.680243	n/a	024413	1.7702	0.035405	1.642405	n/a	
0907	85AD	04B041	3.6629	0.073258	1.680258	n/a	024563	1.7743	0.035485	1.642485	n/a	
0908	85AD	04B0BF	3.6644	0.073288	1.680288	n/a	0246B2	1.7782	0.035565	1.642565	n/a	
0909	85AD	04B0E3	3.6648	0.073296	1.680296	n/a	024838	1.7829	0.035658	1.642658	n/a	
0910	85AD	04B13D	3.6659	0.073318	1.680318	n/a	0249B3	1.7874	0.035748	1.642748	n/a	
0911	85AD	04B1B9	3.6674	0.073347	1.680347	n/a	024ACA	1.7907	0.035815	1.642815	n/a	
0912	85AD	04B1FC	3.6682	0.073363	1.680363	n/a	024C66	1.7956	0.035913	1.642913	n/a	
0913	85AD	04B241	3.6690	0.073380	1.680380	n/a	024D84	1.7991	0.035981	1.642981	n/a	
0914	85AD	04B23B	3.6689	0.073378	1.680378	n/a	024EE4	1.8033	0.036065	1.643065	n/a	
0915	85AD	04B2BE	3.6705	0.073410	1.680410	n/a	024FDD	1.8062	0.036124	1.643124	n/a	
0916	85AD	04B2D6	3.6708	0.073415	1.680415	n/a	025161	1.8108	0.036217	1.643217	n/a	
0917	85AD	04B30B	3.6714	0.073428	1.680428	n/a	025284	1.8143	0.036286	1.643286	n/a	
0918	85AD	04B3A2	3.6732	0.073464	1.680464	n/a	025352	1.8168	0.036335	1.643335	n/a	
0919	85AD	04B429	3.6748	0.073496	1.680496	n/a	025512	1.8221	0.036442	1.643442	n/a	
0920	85AD	04B40A	3.6744	0.073489	1.680489	n/a	0255F1	1.8248	0.036495	1.643495	n/a	
0921	85AD	04B4A7	3.6763	0.073526	1.680526	n/a	0256FF	1.8280	0.036560	1.643560	n/a	
0922	85AD	04B494	3.6761	0.073522	1.680522	n/a	025855	1.8321	0.036641	1.643641	n/a	
0923	85AD	04B4C6	3.6767	0.073534	1.680534	n/a	025968	1.8353	0.036707	1.643707	n/a	
0924	85AD	04B519	3.6777	0.073553	1.680553	n/a	025A85	1.8387	0.036775	1.643775	n/a	
0925	85AD	04B4E5	3.6770	0.073541	1.680541	n/a	025BAA	1.8422	0.036845	1.643845	n/a	
0926	85AD	04B537	3.6780	0.073560	1.680560	n/a	025C7E	1.8448	0.036895	1.643895	n/a	
0927	85AD	04B598	3.6792	0.073584	1.680584	n/a	025E16	1.8496	0.036993	1.643993	n/a	
0928	85AD	04B56F	3.6787	0.073574	1.680574	n/a	025EE3	1.8521	0.037041	1.644041	n/a	
0929	85AD	04B5AD	3.6794	0.073589	1.680589	n/a	025FB7	1.8546	0.037092	1.644092	n/a	
0930	85AD	04B5A9	3.6794	0.073588	1.680588	n/a	026110	1.8587	0.037174	1.644174	n/a	
0931	85AD	04B640	3.6812	0.073624	1.680624	n/a	026227	1.8620	0.037241	1.644241	n/a	
0932	85AD	04B61C	3.6808	0.073615	1.680615	n/a	02634A	1.8655	0.037310	1.644310	n/a	
0933	85AD	04B675	3.6818	0.073636	1.680636	n/a	02642A	1.8682	0.037364	1.644364	n/a	
0934	85AD	04B668	3.6817	0.073633	1.680633	n/a	02654F	1.8717	0.037433	1.644433	n/a	
0935	85AD	04B6A3	3.6824	0.073647	1.680647	n/a	02661E	1.8741	0.037483	1.644483	n/a	
0936	85AD	04B701	3.6835	0.073670	1.680670	n/a	0266BD	1.8760	0.037521	1.644521	n/a	
0937	85AD	04B728	3.6839	0.073679	1.680679	n/a	02671D	1.8772	0.037544	1.644544	n/a	
0938	85AD	04B7BA	3.6857	0.073714	1.680714	n/a	02689B	1.8817	0.037635	1.644635	n/a	
0939	85AD	04B826	3.6870	0.073740	1.680740	n/a	026A00	1.8860	0.037720	1.644720	n/a	
0940	85AD	04B80B	3.6867	0.073733	1.680733	n/a	026A79	1.8874	0.037749	1.644749	n/a	
0941	85AD	04B838	3.6872	0.073744	1.680744	n/a	026B57	1.8901	0.037802	1.644802	n/a	
0942	85AD	04B7EE	3.6863	0.073726	1.680726	n/a	026C96	1.8939	0.037878	1.644878	n/a	
0943	85AD	04B8BF	3.6888	0.073776	1.680776	n/a	026D47	1.8960	0.037920	1.644920	n/a	
0944	85AD	04B85E	3.6876	0.073753	1.680753	n/a	026D7D	1.8966	0.037933	1.644933	n/a	
0945	85AD	04B845	3.6873	0.073747	1.680747	n/a	026E9A	1.9000	0.038001	1.645001	n/a	
0946	85AD	04B859	3.6876	0.073752	1.680752	n/a	026F2D	1.9018	0.038036	1.645036	n/a	
0947	85AD	04B990	3.6913	0.073826	1.680826	n/a	02702D	1.9048	0.038097	1.645097	n/a	
0948	85AD	04B978	3.6910	0.073820	1.680820	n/a	0270EA	1.9071	0.038142	1.645142	n/a	
0949	85AD	04B990	3.6913	0.073826	1.680826	n/a	027196	1.9091	0.038183	1.645183	n/a	
0950	85AD	04B989	3.6912	0.073824	1.680824	n/a	0272D8	1.9130	0.038260	1.645260	n/a	
0951	85AD	04B9BD	3.6918	0.073837	1.680837	n/a	027357	1.9145	0.038290	1.645290	n/a	
